humedad,hora,sonido,tipo_sensor_enc,es_noche,peso,alerta_temperatura
63.96,17,69.32,1,0,15.91,0
60.96,18,65.18,1,0,15.91,0
60.39,18,62.53,1,0,15.91,0
65.85,18,64.56,1,0,15.91,0
65.58,18,61.47,1,0,15.91,0
66.55,19,69.38,1,0,15.91,0
63.9,19,61.32,1,0,15.91,0
68.45,19,68.59,1,0,15.91,0
68.45,19,60.09,1,0,15.91,0
70.23,20,47.39,1,1,15.91,0
70.92,20,50.62,1,1,15.91,0
71.18,20,45.2,1,1,15.91,0
69.06,20,50.69,1,1,15.91,0
73.84,21,52.53,1,1,15.91,0
74.57,21,47.21,1,1,15.91,0
71.41,21,51.2,1,1,15.91,0
72.03,21,50.7,1,1,15.91,0
70.32,22,45.91,1,1,15.91,0
73.01,22,47.21,1,1,15.91,0
71.25,22,48.3,1,1,15.91,0
72.88,22,51.58,1,1,15.91,0
72.14,23,45.4,1,1,15.91,0
75.61,23,49.45,1,1,15.91,0
75.31,23,51.22,1,1,15.91,0
76.08,23,45.61,1,1,15.91,0
75.93,0,47.64,1,1,15.91,0
75.7,0,46.75,1,1,15.91,0
78.29,0,52.33,1,1,15.91,0
71.58,0,53.67,1,1,15.91,0
74.46,1,44.66,1,1,15.91,0
76.44,1,48.43,1,1,15.91,0
74.93,1,48.82,1,1,15.91,0
73.41,1,46.15,1,1,15.91,0
74.58,2,46.15,1,1,15.91,0
71.69,2,47.52,1,1,15.91,0
72.53,2,50.54,1,1,15.91,0
70.07,2,50.94,1,1,15.91,0
70.11,3,48.55,1,1,15.91,0
72.31,3,47.29,1,1,15.91,0
70.31,3,45.68,1,1,15.91,0
70.31,3,45.68,1,1,15.91,0
67.88,4,49.41,1,1,15.91,0
67.4,4,48.93,1,1,15.91,0
70.13,4,50.74,1,1,15.91,0
68.12,4,45.21,1,1,15.91,0
65.1,5,49.89,1,1,15.91,0
63.44,5,53.87,1,1,15.91,0
62.63,5,44.95,1,1,15.91,0
63.46,5,50.5,1,1,15.91,0
61.68,6,46.78,1,1,15.91,0
64.52,6,50.86,1,1,15.91,0
62.96,6,49.72,1,1,15.91,0
58.91,6,50.7,1,1,15.91,0
60.56,7,64.24,1,0,15.91,0
60.68,7,64.85,1,0,15.91,0
56.54,7,60.86,1,0,15.91,0
58.65,7,63.9,1,0,15.91,0
55.53,8,61.01,1,0,15.91,0
55.76,8,62.86,1,0,15.91,0
54.17,8,60.23,1,0,15.91,0
53.57,8,62.8,1,0,15.91,0
50.97,9,61.34,1,0,15.91,0
54.42,9,65.57,1,0,15.91,0
54.42,9,65.57,1,0,15.91,0
53.11,9,68.71,1,0,15.91,0
50.71,10,62.25,1,0,15.91,0
50.49,10,69.14,1,0,15.91,0
50.55,10,68.37,1,0,15.91,0
49.31,10,68.18,1,0,15.91,0
49.23,11,63.98,1,0,15.91,0
47.13,11,68.72,1,0,15.91,0
48.55,11,64.39,1,0,15.91,0
51.0,11,64.21,1,0,15.91,0
51.05,12,61.09,1,0,15.91,0
50.65,12,68.61,1,0,15.91,0
52.88,12,62.13,1,0,15.91,0
51.59,12,61.25,1,0,15.91,0
52.3,13,64.15,1,0,15.91,0
52.3,13,64.15,1,0,15.91,0
50.2,13,66.09,1,0,15.91,0
50.42,13,67.87,1,0,15.91,0
50.42,14,67.87,1,0,15.91,0
52.9,14,65.85,1,0,15.91,0
50.79,14,60.85,1,0,15.91,0
53.72,14,68.4,1,0,15.91,0
51.92,15,64.05,1,0,15.91,0
52.79,15,65.91,1,0,15.91,0
53.42,15,67.8,1,0,15.91,0
55.46,15,69.46,1,0,15.91,0
55.46,16,66.31,1,0,15.91,0
57.76,16,65.29,1,0,15.91,0
57.71,16,61.13,1,0,15.91,0
60.32,16,69.2,1,0,15.91,0
55.91,17,63.67,1,0,15.91,0
62.19,17,60.08,1,0,15.91,0
61.6,17,69.17,1,0,15.91,0
60.56,17,60.01,1,0,15.91,0
63.17,18,64.17,1,0,15.91,0
61.03,18,61.92,1,0,15.91,0
65.36,18,61.18,1,0,15.91,0
63.25,18,69.97,1,0,15.91,0
63.56,19,65.8,1,0,15.91,0
67.82,19,61.88,1,0,15.91,0
66.25,19,63.13,1,0,15.91,0
66.3,19,62.45,1,0,15.91,0
70.44,20,53.71,1,1,15.91,0
68.69,20,45.57,1,1,15.91,0
70.79,20,52.9,1,1,15.91,0
70.8,20,48.89,1,1,15.91,0
74.23,21,50.67,1,1,15.91,0
72.99,21,44.56,1,1,15.91,0
71.7,21,48.38,1,1,15.91,0
74.79,21,49.15,1,1,15.91,0
74.29,22,44.72,1,1,15.91,0
76.49,22,51.52,1,1,15.91,0
74.26,22,48.77,1,1,15.91,0
76.27,22,51.78,1,1,15.91,0
76.27,23,51.78,1,1,15.91,0
72.9,23,51.7,1,1,15.91,0
72.9,23,51.7,1,1,15.91,0
76.59,23,44.74,1,1,15.91,0
73.89,0,50.15,1,1,15.91,0
77.14,0,44.72,1,1,15.91,0
75.91,0,53.36,1,1,15.91,0
75.77,1,47.44,1,1,15.91,0
74.15,1,50.45,1,1,15.91,0
73.0,1,49.54,1,1,15.91,0
75.3,1,44.33,1,1,15.91,0
73.8,2,44.72,1,1,15.91,0
75.78,2,48.26,1,1,15.91,0
74.4,2,44.05,1,1,15.91,0
68.91,2,44.96,1,1,15.91,0
70.28,3,49.27,1,1,15.91,0
73.69,3,44.88,1,1,15.91,0
67.42,3,50.65,1,1,15.91,0
67.42,3,51.36,1,1,15.91,0
69.31,4,45.71,1,1,15.91,0
69.35,4,45.58,1,1,15.91,0
67.91,4,46.47,1,1,15.91,0
69.04,4,52.92,1,1,15.91,0
63.27,5,47.92,1,1,15.91,0
63.27,5,46.83,1,1,15.91,0
66.29,5,49.04,1,1,15.91,0
63.07,5,47.34,1,1,15.91,0
64.37,6,52.97,1,1,15.91,0
59.35,6,52.79,1,1,15.91,0
59.41,6,47.42,1,1,15.91,0
61.73,6,49.49,1,1,15.91,0
60.1,7,67.27,1,0,15.91,0
55.41,7,62.34,1,0,15.91,0
55.97,7,67.19,1,0,15.91,0
54.41,8,62.23,1,0,15.91,0
56.21,8,62.3,1,0,15.91,0
56.21,8,69.06,1,0,15.91,0
53.92,8,64.12,1,0,15.91,0
55.42,9,69.44,1,0,15.91,0
50.73,9,62.0,1,0,15.91,0
55.14,9,61.58,1,0,15.91,0
52.58,9,63.83,1,0,15.91,0
50.99,10,60.67,1,0,15.91,0
50.75,10,68.32,1,0,15.91,0
49.42,10,63.03,1,0,15.91,0
48.62,10,64.96,1,0,15.91,0
49.14,11,61.36,1,0,15.91,0
49.82,11,60.09,1,0,15.91,0
52.8,11,61.94,1,0,15.91,0
47.77,11,68.39,1,0,15.91,0
50.5,12,65.36,1,0,15.91,0
48.82,12,66.47,1,0,15.91,0
50.97,12,65.5,1,0,15.91,0
50.97,12,65.5,1,0,15.91,0
50.97,13,61.5,1,0,15.91,0
49.31,13,64.91,1,0,15.91,0
50.11,13,62.58,1,0,15.91,0
49.49,13,62.69,1,0,15.91,0
55.27,14,61.3,1,0,15.91,0
52.19,14,68.81,1,0,15.91,0
52.19,14,68.81,1,0,15.91,0
50.52,14,61.14,1,0,15.91,0
54.12,15,61.78,1,0,15.91,0
51.63,15,68.53,1,0,15.91,0
52.28,15,68.22,1,0,15.91,0
54.31,15,62.63,1,0,15.91,0
56.49,16,63.59,1,0,15.91,0
56.49,16,69.01,1,0,15.91,0
56.12,16,66.25,1,0,15.91,0
56.0,16,69.5,1,0,15.91,0
56.62,17,68.94,1,0,15.91,0
61.11,17,61.5,1,0,15.91,0
58.74,17,61.29,1,0,15.91,0
58.94,17,62.75,1,0,15.91,0
64.61,18,69.83,1,0,15.91,0
66.23,18,65.16,1,0,15.91,0
64.12,18,67.32,1,0,15.91,0
64.29,18,66.88,1,0,15.91,0
67.25,19,67.84,1,0,15.91,0
67.3,19,66.55,1,0,15.91,0
66.95,19,61.17,1,0,15.91,0
68.58,19,69.08,1,0,15.91,0
69.01,20,44.96,1,1,15.91,0
68.52,20,51.57,1,1,15.91,0
67.21,20,52.39,1,1,15.91,0
68.93,20,50.77,1,1,15.91,0
71.97,21,48.56,1,1,15.91,0
73.6,21,52.01,1,1,15.91,0
73.6,21,52.26,1,1,15.91,0
74.33,21,47.53,1,1,15.91,0
72.09,22,51.94,1,1,15.91,0
76.13,22,47.46,1,1,15.91,0
71.5,22,44.41,1,1,15.91,0
72.48,22,51.08,1,1,15.91,0
71.7,23,45.27,1,1,15.91,0
74.4,23,52.01,1,1,15.91,0
74.03,23,48.81,1,1,15.91,0
73.37,23,53.49,1,1,15.91,0
71.22,0,48.81,1,1,15.91,0
75.48,0,48.36,1,1,15.91,0
75.16,0,52.33,1,1,15.91,0
74.87,0,47.7,1,1,15.91,0
73.32,1,46.14,1,1,15.91,0
74.62,1,53.51,1,1,15.91,0
77.25,1,52.63,1,1,15.91,0
75.83,1,49.32,1,1,15.91,0
72.97,2,48.41,1,1,15.91,0
74.4,2,47.89,1,1,15.91,0
72.05,2,45.99,1,1,15.91,0
72.54,2,49.0,1,1,15.91,0
70.76,3,48.08,1,1,15.91,0
68.76,3,45.72,1,1,15.91,0
71.32,3,45.18,1,1,15.91,0
67.53,3,45.27,1,1,15.91,0
66.31,4,51.78,1,1,15.91,0
65.98,4,50.81,1,1,15.91,0
69.83,4,49.39,1,1,15.91,0
68.57,4,50.45,1,1,15.91,0
61.97,5,47.04,1,1,15.91,0
64.13,5,49.34,1,1,15.91,0
67.41,5,51.95,1,1,15.91,0
62.04,5,48.02,1,1,15.91,0
59.2,6,48.21,1,1,15.91,0
61.25,6,44.52,1,1,15.91,0
59.42,6,52.16,1,1,15.91,0
58.98,6,50.38,1,1,15.91,0
61.05,7,60.4,1,0,15.91,0
58.04,7,60.69,1,0,15.91,0
56.43,7,62.41,1,0,15.91,0
56.09,7,68.73,1,0,15.91,0
55.1,8,63.78,1,0,15.91,0
53.84,8,65.77,1,0,15.91,0
53.84,8,69.37,1,0,15.91,0
52.39,8,61.27,1,0,15.91,0
52.34,9,61.74,1,0,15.91,0
54.61,9,63.79,1,0,15.91,0
51.3,9,62.95,1,0,15.91,0
49.32,9,60.98,1,0,15.91,0
52.18,10,63.6,1,0,15.91,0
50.97,10,62.03,1,0,15.91,0
50.36,10,60.97,1,0,15.91,0
51.35,10,66.29,1,0,15.91,0
50.51,11,60.24,1,0,15.91,0
51.37,11,62.16,1,0,15.91,0
50.21,11,69.21,1,0,15.91,0
51.85,11,64.13,1,0,15.91,0
52.93,12,66.14,1,0,15.91,0
49.44,12,67.58,1,0,15.91,0
46.56,12,66.57,1,0,15.91,0
50.71,12,63.42,1,0,15.91,0
50.06,13,63.98,1,0,15.91,0
53.62,13,68.74,1,0,15.91,0
52.58,13,64.41,1,0,15.91,0
52.77,14,69.69,1,0,15.91,0
51.61,14,67.71,1,0,15.91,0
52.79,14,60.28,1,0,15.91,0
50.9,14,67.09,1,0,15.91,0
53.33,15,61.79,1,0,15.91,0
54.38,15,64.77,1,0,15.91,0
56.61,15,63.96,1,0,15.91,0
55.57,15,68.58,1,0,15.91,0
58.14,16,62.06,1,0,15.91,0
59.71,16,61.26,1,0,15.91,0
56.35,16,67.44,1,0,15.91,0
57.15,16,67.86,1,0,15.91,0
57.8,17,64.63,1,0,15.91,0
59.29,17,61.8,1,0,15.91,0
60.68,17,68.11,1,0,15.91,0
62.4,17,68.3,1,0,15.91,0
62.4,18,68.3,1,0,15.91,0
64.01,18,60.52,1,0,15.91,0
61.3,18,62.33,1,0,15.91,0
66.13,18,64.47,1,0,15.91,0
63.38,19,61.56,1,0,15.91,0
67.97,19,65.81,1,0,15.91,0
66.81,19,65.76,1,0,15.91,0
66.28,19,66.63,1,0,15.91,0
69.36,20,53.76,1,1,15.91,0
67.08,20,50.06,1,1,15.91,0
69.83,20,51.88,1,1,15.91,0
70.2,20,52.58,1,1,15.91,0
73.47,21,49.83,1,1,15.91,0
70.56,21,44.04,1,1,15.91,0
71.77,21,48.48,1,1,15.91,0
73.07,21,45.34,1,1,15.91,0
72.87,22,51.61,1,1,15.91,0
72.26,22,46.28,1,1,15.91,0
74.15,22,45.17,1,1,15.91,0
73.03,22,45.99,1,1,15.91,0
77.64,23,53.61,1,1,15.91,0
72.52,23,50.41,1,1,15.91,0
74.09,23,50.54,1,1,15.91,0
76.85,23,49.65,1,1,15.91,0
77.53,0,50.74,1,1,15.91,0
74.11,0,53.45,1,1,15.91,0
73.89,0,53.57,1,1,15.91,0
75.44,0,46.7,1,1,15.91,0
71.91,1,48.37,1,1,15.91,0
72.5,1,46.2,1,1,15.91,0
72.56,1,52.73,1,1,15.91,0
75.64,1,50.54,1,1,15.91,0
73.49,2,53.28,1,1,15.91,0
73.57,2,44.91,1,1,15.91,0
73.57,2,52.1,1,1,15.91,0
74.15,2,45.86,1,1,15.91,0
70.17,3,45.7,1,1,15.91,0
69.98,3,46.81,1,1,15.91,0
72.24,3,44.0,1,1,15.91,0
67.14,3,45.86,1,1,15.91,0
69.03,4,47.19,1,1,15.91,0
68.78,4,48.57,1,1,15.91,0
66.99,4,45.57,1,1,15.91,0
66.99,4,45.57,1,1,15.91,0
65.81,5,53.1,1,1,15.91,0
66.12,5,49.41,1,1,15.91,0
67.04,5,48.71,1,1,15.91,0
63.85,5,52.04,1,1,15.91,0
59.87,6,53.15,1,1,15.91,0
59.87,6,48.06,1,1,15.91,0
61.66,6,51.72,1,1,15.91,0
62.08,7,66.56,1,0,15.91,0
58.6,7,69.19,1,0,15.91,0
56.59,7,63.93,1,0,15.91,0
56.27,7,68.61,1,0,15.91,0
56.27,8,63.45,1,0,15.91,0
57.41,8,68.85,1,0,15.91,0
54.69,8,68.74,1,0,15.91,0
54.9,8,68.47,1,0,15.91,0
55.81,9,67.4,1,0,15.91,0
52.08,9,65.21,1,0,15.91,0
53.71,9,68.61,1,0,15.91,0
51.61,9,66.87,1,0,15.91,0
52.97,10,64.18,1,0,15.91,0
47.7,10,62.33,1,0,15.91,0
47.43,10,60.15,1,0,15.91,0
47.44,10,65.03,1,0,15.91,0
52.14,11,62.77,1,0,15.91,0
51.6,11,66.74,1,0,15.91,0
50.79,11,62.89,1,0,15.91,0
48.74,11,66.07,1,0,15.91,0
48.49,12,62.75,1,0,15.91,0
49.47,12,64.4,1,0,15.91,0
47.85,12,61.97,1,0,15.91,0
51.25,12,63.71,1,0,15.91,0
48.64,13,61.56,1,0,15.91,0
50.22,13,60.36,1,0,15.91,0
50.9,13,67.07,1,0,15.91,0
53.37,13,69.47,1,0,15.91,0
50.06,14,60.6,1,0,15.91,0
54.0,14,65.34,1,0,15.91,0
55.35,14,61.76,1,0,15.91,0
53.83,14,63.16,1,0,15.91,0
52.72,15,64.28,1,0,15.91,0
52.33,15,65.19,1,0,15.91,0
53.85,15,64.71,1,0,15.91,0
55.82,15,63.23,1,0,15.91,0
56.81,16,67.44,1,0,15.91,0
59.2,16,68.06,1,0,15.91,0
56.74,16,68.89,1,0,15.91,0
59.24,16,68.83,1,0,15.91,0
60.95,17,62.2,1,0,15.91,0
60.01,17,64.04,1,0,15.91,0
60.1,17,61.76,1,0,15.91,0
62.06,17,63.86,1,0,15.91,0
60.61,18,60.9,1,0,15.91,0
62.53,18,64.32,1,0,15.91,0
64.03,18,61.5,1,0,15.91,0
63.95,18,66.1,1,0,15.91,0
64.75,19,69.58,1,0,15.91,0
64.75,19,69.58,1,0,15.91,0
69.47,19,65.23,1,0,15.91,0
70.45,19,67.92,1,0,15.91,0
67.34,20,46.55,1,1,15.91,0
68.8,20,53.48,1,1,15.91,0
67.35,20,51.73,1,1,15.91,0
73.53,20,47.09,1,1,15.91,0
70.97,21,48.96,1,1,15.91,0
73.9,21,52.96,1,1,15.91,0
74.52,21,48.37,1,1,15.91,0
73.95,21,45.27,1,1,15.91,0
71.34,22,48.81,1,1,15.91,0
74.87,22,48.15,1,1,15.91,0
73.47,22,46.03,1,1,15.91,0
72.58,22,50.55,1,1,15.91,0
73.6,23,49.77,1,1,15.91,0
78.42,23,45.27,1,1,15.91,0
72.8,23,50.5,1,1,15.91,0
74.1,23,47.43,1,1,15.91,0
74.43,0,53.44,1,1,15.91,0
75.39,0,53.2,1,1,15.91,0
76.44,0,46.42,1,1,15.91,0
77.31,0,53.33,1,1,15.91,0
72.47,1,53.2,1,1,15.91,0
76.63,1,48.82,1,1,15.91,0
72.68,1,49.74,1,1,15.91,0
75.27,1,52.61,1,1,15.91,0
75.69,2,48.18,1,1,15.91,0
71.7,2,53.17,1,1,15.91,0
69.43,2,53.25,1,1,15.91,0
72.2,2,47.74,1,1,15.91,0
70.77,3,44.34,1,1,15.91,0
70.77,3,51.25,1,1,15.91,0
68.61,3,46.72,1,1,15.91,0
67.99,3,44.1,1,1,15.91,0
69.6,4,44.75,1,1,15.91,0
70.42,4,51.81,1,1,15.91,0
67.55,4,50.38,1,1,15.91,0
67.55,4,51.32,1,1,15.91,0
63.17,5,44.84,1,1,15.91,0
66.46,5,48.44,1,1,15.91,0
61.66,5,50.15,1,1,15.91,0
64.69,5,49.94,1,1,15.91,0
65.88,6,47.94,1,1,15.91,0
65.88,6,50.09,1,1,15.91,0
63.92,6,47.89,1,1,15.91,0
59.49,6,52.64,1,1,15.91,0
61.52,7,67.82,1,0,15.91,0
59.47,7,62.75,1,0,15.91,0
59.32,7,63.39,1,0,15.91,0
58.16,7,66.09,1,0,15.91,0
56.88,8,64.51,1,0,15.91,0
56.04,8,65.92,1,0,15.91,0
52.35,8,61.16,1,0,15.91,0
52.63,8,64.3,1,0,15.91,0
55.08,9,66.44,1,0,15.91,0
52.94,9,66.37,1,0,15.91,0
52.94,9,63.76,1,0,15.91,0
51.44,9,62.52,1,0,15.91,0
51.82,10,62.96,1,0,15.91,0
54.46,10,61.08,1,0,15.91,0
49.69,10,67.25,1,0,15.91,0
49.29,10,63.01,1,0,15.91,0
50.63,11,62.87,1,0,15.91,0
49.0,11,62.53,1,0,15.91,0
52.61,11,60.39,1,0,15.91,0
52.34,11,64.85,1,0,15.91,0
49.16,12,65.64,1,0,15.91,0
48.02,12,63.48,1,0,15.91,0
51.97,12,64.54,1,0,15.91,0
52.9,12,67.36,1,0,15.91,0
52.9,13,67.36,1,0,15.91,0
48.24,13,63.97,1,0,15.91,0
49.54,13,68.19,1,0,15.91,0
51.5,13,65.76,1,0,15.91,0
49.09,14,62.2,1,0,15.91,0
52.46,14,67.75,1,0,15.91,0
52.21,14,62.53,1,0,15.91,0
52.44,14,68.87,1,0,15.91,0
53.79,15,63.7,1,0,15.91,0
54.59,15,67.23,1,0,15.91,0
55.05,15,63.31,1,0,15.91,0
54.08,15,63.99,1,0,15.91,0
57.45,16,64.33,1,0,15.91,0
57.45,16,64.33,1,0,15.91,0
56.12,16,69.37,1,0,15.91,0
59.59,16,63.24,1,0,15.91,0
59.14,17,61.45,1,0,15.91,0
61.83,17,69.43,1,0,15.91,0
60.44,17,63.26,1,0,15.91,0
63.71,17,69.38,1,0,15.91,0
61.12,18,66.57,1,0,15.91,0
65.84,18,64.16,1,0,15.91,0
65.7,18,62.45,1,0,15.91,0
63.64,18,67.77,1,0,15.91,0
64.3,19,64.81,1,0,15.91,0
65.21,19,69.62,1,0,15.91,0
66.1,19,63.55,1,0,15.91,0
66.1,19,65.43,1,0,15.91,0
69.72,20,45.69,1,1,15.91,0
68.68,20,50.59,1,1,15.91,0
69.59,20,51.69,1,1,15.91,0
69.59,20,51.69,1,1,15.91,0
70.9,21,46.71,1,1,15.91,0
71.1,21,46.74,1,1,15.91,0
74.65,21,49.63,1,1,15.91,0
72.61,21,45.14,1,1,15.91,0
73.84,22,51.28,1,1,15.91,0
73.96,22,53.04,1,1,15.91,0
74.33,22,52.37,1,1,15.91,0
75.95,22,50.79,1,1,15.91,0
73.0,23,49.99,1,1,15.91,0
73.0,23,49.01,1,1,15.91,0
73.0,23,49.01,1,1,15.91,0
75.74,23,44.23,1,1,15.91,0
75.74,0,52.47,1,1,15.91,0
76.6,0,49.32,1,1,15.91,0
75.88,0,48.03,1,1,15.91,0
76.27,0,48.76,1,1,15.91,0
73.11,1,51.34,1,1,15.91,0
73.72,1,48.96,1,1,15.91,0
73.72,1,48.96,1,1,15.91,0
75.8,1,48.89,1,1,15.91,0
73.21,2,44.42,1,1,15.91,0
72.62,2,51.71,1,1,15.91,0
71.49,2,51.75,1,1,15.91,0
72.05,2,50.87,1,1,15.91,0
68.13,3,46.96,1,1,15.91,0
70.67,3,47.1,1,1,15.91,0
70.67,3,51.19,1,1,15.91,0
70.2,3,44.24,1,1,15.91,0
71.15,4,51.22,1,1,15.91,0
68.13,4,50.11,1,1,15.91,0
66.1,4,49.12,1,1,15.91,0
66.67,4,53.49,1,1,15.91,0
66.09,5,53.43,1,1,15.91,0
65.51,5,52.47,1,1,15.91,0
61.53,5,46.52,1,1,15.91,0
63.44,5,46.65,1,1,15.91,0
61.15,6,49.55,1,1,15.91,0
60.04,6,50.49,1,1,15.91,0
63.51,6,50.16,1,1,15.91,0
63.06,6,51.55,1,1,15.91,0
61.16,7,66.96,1,0,15.91,0
61.16,7,66.96,1,0,15.91,0
59.58,7,63.11,1,0,15.91,0
56.54,7,68.43,1,0,15.91,0
59.87,8,67.52,1,0,15.91,0
56.75,8,61.12,1,0,15.91,0
52.16,8,60.78,1,0,15.91,0
51.44,8,68.54,1,0,15.91,0
55.09,9,64.19,1,0,15.91,0
53.57,9,65.31,1,0,15.91,0
51.97,9,67.81,1,0,15.91,0
55.09,9,60.76,1,0,15.91,0
50.48,10,68.76,1,0,15.91,0
51.5,10,65.78,1,0,15.91,0
52.55,10,69.12,1,0,15.91,0
50.82,10,69.49,1,0,15.91,0
52.12,11,63.78,1,0,15.91,0
51.26,11,64.88,1,0,15.91,0
48.34,11,65.6,1,0,15.91,0
50.33,11,62.32,1,0,15.91,0
50.71,12,61.57,1,0,15.91,0
47.15,12,64.68,1,0,15.91,0
48.44,12,65.28,1,0,15.91,0
49.07,12,65.83,1,0,15.91,0
50.32,13,62.85,1,0,15.91,0
52.31,13,68.23,1,0,15.91,0
52.31,13,62.97,1,0,15.91,0
49.1,13,60.01,1,0,15.91,0
50.45,14,62.38,1,0,15.91,0
49.72,14,69.71,1,0,15.91,0
52.01,14,64.49,1,0,15.91,0
52.38,14,68.59,1,0,15.91,0
55.69,15,66.63,1,0,15.91,0
51.16,15,67.36,1,0,15.91,0
56.11,15,69.26,1,0,15.91,0
54.66,15,64.65,1,0,15.91,0
53.54,16,69.18,1,0,15.91,0
57.35,16,62.8,1,0,15.91,0
57.65,16,66.14,1,0,15.91,0
57.82,16,60.06,1,0,15.91,0
59.61,17,65.01,1,0,15.91,0
58.78,17,66.47,1,0,15.91,0
60.4,17,69.56,1,0,15.91,0
62.72,17,65.57,1,0,15.91,0
62.58,18,60.89,1,0,15.91,0
62.14,18,65.45,1,0,15.91,0
66.25,18,66.24,1,0,15.91,0
66.04,18,65.29,1,0,15.91,0
66.73,19,69.39,1,0,15.91,0
67.48,19,68.91,1,0,15.91,0
68.07,19,60.78,1,0,15.91,0
70.1,19,64.18,1,0,15.91,0
69.69,20,44.34,1,1,15.91,0
69.53,20,47.48,1,1,15.91,0
68.59,20,45.46,1,1,15.91,0
73.06,20,45.16,1,1,15.91,0
71.33,21,50.45,1,1,15.91,0
69.3,21,50.91,1,1,15.91,0
69.3,21,50.21,1,1,15.91,0
74.95,22,48.02,1,1,15.91,0
72.72,22,47.8,1,1,15.91,0
74.63,22,44.51,1,1,15.91,0
75.22,22,45.45,1,1,15.91,0
74.81,23,45.81,1,1,15.91,0
76.64,23,49.1,1,1,15.91,0
73.69,23,46.63,1,1,15.91,0
74.2,23,46.42,1,1,15.91,0
77.75,0,45.71,1,1,15.91,0
75.9,0,52.14,1,1,15.91,0
76.92,0,51.0,1,1,15.91,0
71.62,0,53.83,1,1,15.91,0
71.62,1,53.83,1,1,15.91,0
72.35,1,47.9,1,1,15.91,0
73.52,1,49.95,1,1,15.91,0
74.43,1,45.58,1,1,15.91,0
75.27,2,46.86,1,1,15.91,0
69.21,2,48.38,1,1,15.91,0
72.45,2,47.22,1,1,15.91,0
73.09,2,51.82,1,1,15.91,0
69.56,3,46.87,1,1,15.91,0
70.06,3,49.19,1,1,15.91,0
67.27,3,50.42,1,1,15.91,0
68.0,3,46.63,1,1,15.91,0
70.48,4,44.48,1,1,15.91,0
68.8,4,48.55,1,1,15.91,0
65.85,4,47.98,1,1,15.91,0
63.0,4,49.07,1,1,15.91,0
63.26,5,47.13,1,1,15.91,0
64.46,5,46.86,1,1,15.91,0
66.06,5,53.67,1,1,15.91,0
65.27,5,48.27,1,1,15.91,0
64.39,6,49.32,1,1,15.91,0
59.34,6,51.16,1,1,15.91,0
59.56,6,44.03,1,1,15.91,0
60.64,6,45.88,1,1,15.91,0
58.48,7,64.81,1,0,15.91,0
58.04,7,61.7,1,0,15.91,0
56.61,7,67.14,1,0,15.91,0
60.19,7,68.21,1,0,15.91,0
55.13,8,61.38,1,0,15.91,0
56.9,8,67.46,1,0,15.91,0
51.78,8,63.12,1,0,15.91,0
53.17,8,68.52,1,0,15.91,0
55.11,9,67.92,1,0,15.91,0
56.43,9,63.45,1,0,15.91,0
53.77,9,62.22,1,0,15.91,0
55.12,9,61.97,1,0,15.91,0
48.5,10,69.71,1,0,15.91,0
48.57,10,66.34,1,0,15.91,0
47.77,10,67.66,1,0,15.91,0
51.01,10,67.94,1,0,15.91,0
52.6,11,63.99,1,0,15.91,0
49.89,11,66.96,1,0,15.91,0
51.12,11,60.89,1,0,15.91,0
47.42,11,62.53,1,0,15.91,0
50.03,12,65.14,1,0,15.91,0
49.32,12,64.15,1,0,15.91,0
47.58,12,61.31,1,0,15.91,0
51.32,12,67.39,1,0,15.91,0
49.0,13,61.13,1,0,15.91,0
52.57,13,69.57,1,0,15.91,0
50.29,13,63.64,1,0,15.91,0
51.96,13,66.79,1,0,15.91,0
52.97,14,64.76,1,0,15.91,0
51.96,14,64.09,1,0,15.91,0
55.86,14,61.19,1,0,15.91,0
50.52,14,67.3,1,0,15.91,0
54.92,15,62.94,1,0,15.91,0
54.73,15,68.48,1,0,15.91,0
54.48,15,66.46,1,0,15.91,0
57.05,15,68.63,1,0,15.91,0
57.05,16,63.32,1,0,15.91,0
55.94,16,69.33,1,0,15.91,0
54.54,16,64.28,1,0,15.91,0
55.53,16,62.86,1,0,15.91,0
58.38,17,65.99,1,0,15.91,0
60.57,17,67.21,1,0,15.91,0
61.31,17,63.65,1,0,15.91,0
63.72,17,68.91,1,0,15.91,0
62.3,18,67.17,1,0,15.91,0
63.42,18,67.3,1,0,15.91,0
64.33,18,68.31,1,0,15.91,0
65.6,18,61.49,1,0,15.91,0
63.91,19,68.45,1,0,15.91,0
65.06,19,63.28,1,0,15.91,0
68.91,19,64.51,1,0,15.91,0
67.62,19,60.3,1,0,15.91,0
71.2,20,50.05,1,1,15.91,0
67.27,20,48.45,1,1,15.91,0
71.06,20,52.23,1,1,15.91,0
69.01,20,47.04,1,1,15.91,0
72.27,21,52.75,1,1,15.91,0
68.38,21,44.12,1,1,15.91,0
71.77,21,47.31,1,1,15.91,0
72.54,21,49.12,1,1,15.91,0
72.39,22,45.66,1,1,15.91,0
74.29,22,50.67,1,1,15.91,0
74.15,22,48.84,1,1,15.91,0
74.68,22,51.16,1,1,15.91,0
72.03,23,44.67,1,1,15.91,0
71.24,23,48.43,1,1,15.91,0
76.58,23,53.51,1,1,15.91,0
75.91,23,47.12,1,1,15.91,0
74.23,0,47.25,1,1,15.91,0
77.89,0,48.5,1,1,15.91,0
76.58,0,45.25,1,1,15.91,0
75.85,0,47.97,1,1,15.91,0
74.09,1,45.76,1,1,15.91,0
76.23,1,44.32,1,1,15.91,0
