sensor_id,mac_address,tipo_sensor,colmena_id,colmena_nombre,apiario_nombre,ubicacion,temperatura,humedad,peso,sonido,lluvia,fecha_registro
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",22.18,72.64,,47.27,False,2025-05-25 21:00:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",22.91,67.67,,51.28,False,2025-05-20 04:00:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",33.51,49.79,,60.75,False,2025-06-11 13:30:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",34.26,50.17,16.68,68.1,False,2025-06-11 10:45:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",32.73,53.0,16.85,68.62,False,2025-06-07 10:45:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",23.25,70.3,,50.52,False,2025-05-21 04:00:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",31.29,53.1,16.66,68.36,False,2025-06-11 07:45:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",33.7,50.94,14.65,66.13,False,2025-05-17 14:00:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",22.02,71.45,,46.99,False,2025-05-20 03:15:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",24.02,66.89,,44.39,False,2025-05-25 04:15:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",30.77,55.55,14.54,66.73,False,2025-05-16 07:30:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",21.88,,15.39,52.39,False,2025-05-26 01:30:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",33.03,54.03,15.8,67.06,False,2025-05-25 10:15:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",20.78,74.13,16.89,49.95,False,2025-06-07 02:45:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",28.41,61.03,16.8,62.01,False,2025-06-13 17:45:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",31.2,56.34,14.96,62.15,False,2025-05-20 08:00:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",20.86,72.04,16.71,47.04,False,2025-06-12 23:45:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",33.76,50.63,,62.87,False,2025-06-07 11:00:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",23.85,,,48.89,False,2025-05-27 20:15:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",33.87,48.94,14.73,60.92,False,2025-05-18 09:00:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",19.35,75.35,16.78,48.99,False,2025-06-06 01:15:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",20.23,73.82,15.76,53.6,False,2025-05-24 00:00:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",35.44,49.66,16.78,64.69,False,2025-06-12 10:45:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",25.91,63.3,16.98,63.47,False,2025-06-08 18:00:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",23.86,67.2,16.01,53.06,False,2025-06-03 03:00:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",27.04,63.4,,68.23,False,2025-05-21 17:45:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",35.29,49.13,16.16,68.38,False,2025-06-04 11:15:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",21.7,72.43,15.42,48.8,False,2025-05-27 22:30:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",33.59,51.49,16.45,65.1,False,2025-06-08 14:30:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",,,14.86,,False,2025-05-20 19:15:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",28.63,57.72,,62.25,False,2025-05-20 07:15:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",20.34,74.9,15.84,53.4,False,2025-05-26 01:30:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",20.79,72.05,16.22,49.71,False,2025-06-05 01:00:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",,,,65.31,False,2025-05-18 16:15:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",,,15.94,,False,2025-05-27 07:00:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",32.16,52.82,16.72,66.48,False,2025-06-12 15:30:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",30.5,55.42,,68.44,False,2025-05-31 08:15:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",,,,,False,2025-06-13 14:00:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",22.83,70.81,,50.55,False,2025-05-18 04:00:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",,,,,False,2025-05-16 22:15:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",32.71,51.94,16.72,62.11,False,2025-06-06 11:15:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",,,,,False,2025-05-22 19:00:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",31.22,53.76,16.17,61.03,False,2025-06-05 07:15:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",34.17,49.64,15.05,64.93,False,2025-05-22 14:00:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",22.78,70.55,15.41,51.61,False,2025-05-26 21:30:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",22.21,70.45,16.86,44.39,False,2025-06-13 22:45:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",34.57,48.37,,67.8,False,2025-05-22 11:30:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",33.58,50.64,16.5,67.55,False,2025-06-09 14:30:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",19.39,76.34,16.13,46.16,False,2025-05-29 01:30:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",20.97,74.7,16.22,53.21,False,2025-06-05 23:15:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",22.87,71.41,16.25,51.07,False,2025-05-30 04:15:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",20.52,75.29,15.8,46.5,False,2025-05-31 00:30:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",,,16.06,,False,2025-06-03 09:00:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",31.93,52.71,16.31,68.03,False,2025-06-01 14:00:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",22.45,70.02,,44.71,no,2025-05-24 03:45:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",23.59,69.06,16.94,46.95,False,2025-06-08 04:45:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",21.1,74.0,15.78,44.19,False,2025-05-31 23:45:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",20.3,76.73,15.75,46.0,False,2025-05-24 23:00:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",25.61,64.17,15.64,69.82,False,2025-05-30 19:15:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",26.6,62.59,,68.48,False,2025-05-30 18:15:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",22.46,71.36,17.12,46.76,no,2025-06-10 20:45:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",22.26,70.51,,45.67,False,2025-05-30 03:00:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",32.75,54.33,17.25,60.72,False,2025-06-12 14:30:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",,,,,False,2025-05-19 17:15:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",,,14.87,68.17,False,2025-05-20 09:15:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",33.81,47.68,16.95,65.97,True,2025-06-09 11:30:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",34.4,47.88,16.69,64.06,False,2025-06-12 10:30:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",,,,,False,2025-05-28 09:45:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",21.96,71.17,15.43,51.23,False,2025-05-26 00:15:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",,,,51.47,False,2025-05-22 02:30:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",30.72,57.7,16.79,69.44,False,2025-06-06 08:30:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",,,,,False,2025-05-20 01:45:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",,,15.65,53.27,False,2025-05-29 05:30:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",,,,61.07,False,2025-05-17 13:15:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",27.81,59.23,,69.48,False,2025-05-31 17:30:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",28.77,61.37,16.19,66.2,False,2025-06-05 17:15:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",,,14.53,,False,2025-05-16 07:45:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",32.85,54.36,16.21,64.04,False,2025-06-05 08:15:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",19.56,78.12,16.71,45.05,True,2025-06-06 23:00:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",31.25,55.32,15.29,61.06,False,2025-05-19 14:45:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",20.69,75.98,,53.76,False,2025-05-30 21:45:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",34.4,48.96,16.72,66.75,False,2025-06-12 12:15:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",,,,,False,2025-05-29 06:15:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",31.7,53.29,15.54,61.22,False,2025-05-22 14:15:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",33.16,,,69.84,False,2025-05-19 11:15:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",27.02,64.65,15.03,65.8,False,2025-05-21 19:00:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",27.28,60.28,17.35,67.62,False,2025-06-13 17:30:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",24.39,68.45,16.53,53.19,False,2025-06-03 04:30:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",21.95,69.01,,47.04,False,2025-06-09 20:45:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",21.82,73.53,15.71,53.28,False,2025-05-30 00:30:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",34.04,50.71,,63.42,False,2025-06-05 12:45:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",34.46,49.55,,60.45,False,2025-05-30 12:00:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",19.75,77.14,,44.72,False,2025-06-04 00:30:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",,,16.16,49.94,False,2025-05-30 05:45:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",19.29,77.56,15.0,47.28,False,2025-05-15 23:00:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",24.83,66.93,14.53,46.11,False,2025-05-16 04:00:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",32.28,50.44,,62.18,False,2025-05-23 15:00:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",32.88,52.79,16.67,68.34,False,2025-06-05 13:00:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",22.97,72.0,,51.14,False,2025-05-31 20:30:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",23.87,68.03,15.61,62.27,False,2025-05-23 19:45:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",20.59,71.49,16.24,45.2,False,2025-05-30 22:30:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",21.66,73.94,17.11,49.74,False,2025-06-11 02:30:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",,,,61.72,False,2025-05-17 10:15:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",26.87,64.71,14.69,52.22,False,2025-05-17 05:00:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",33.84,49.29,,63.01,False,2025-06-07 10:45:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",,,,,False,2025-05-22 16:00:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",19.96,73.52,,51.02,no,2025-05-26 00:15:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",19.32,75.74,,44.23,False,2025-06-07 23:45:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",30.64,54.07,17.1,65.22,False,2025-06-10 08:45:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",30.47,57.51,,62.11,False,2025-06-02 16:30:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",26.55,64.44,16.71,69.39,False,2025-06-12 18:30:00
,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",21.11,73.03,,50.97,False,2025-06-08 21:15:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",28.17,59.24,14.89,49.24,False,2025-05-20 05:45:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",22.38,72.95,16.06,53.83,False,2025-06-03 02:30:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",32.71,53.18,15.8,67.7,False,2025-05-25 10:00:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",23.29,67.84,,53.21,False,2025-06-01 04:15:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",26.99,63.4,14.65,49.52,False,2025-05-17 05:45:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",35.29,46.04,16.13,66.46,no,2025-06-04 12:45:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",,,,,False,2025-05-23 10:45:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",22.21,68.54,15.68,45.69,False,2025-05-30 01:15:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",34.01,48.49,,61.84,False,2025-06-10 11:45:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",24.46,68.13,,50.11,False,2025-06-08 04:15:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",20.76,,,45.04,False,2025-05-20 21:45:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",22.03,72.76,15.96,49.98,False,2025-06-02 02:15:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",,,,47.58,False,2025-05-15 04:45:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",23.19,67.05,15.67,45.48,False,2025-05-29 02:45:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",33.31,52.93,15.13,65.07,False,2025-05-17 10:00:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",21.37,70.27,17.27,45.25,True,2025-06-12 03:15:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",33.74,49.12,,62.78,False,2025-05-31 10:30:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",30.56,56.51,,67.64,False,2025-05-26 08:30:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",20.3,73.3,,44.15,False,2025-05-22 23:30:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",,,,61.42,False,2025-05-18 07:45:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",34.51,46.91,15.82,60.62,False,2025-06-01 11:00:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",23.77,66.99,16.79,53.32,False,2025-06-06 04:30:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",24.9,63.79,,67.74,False,2025-05-28 18:45:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",,,16.48,45.65,False,2025-06-09 01:30:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",32.61,51.53,16.29,62.96,False,2025-06-07 08:15:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",33.72,49.01,,66.72,False,2025-05-25 11:15:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",23.81,69.47,,50.58,False,2025-05-31 20:15:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",,,,,False,2025-05-28 03:45:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",25.48,65.81,,53.1,True,2025-06-06 05:00:00
2.0,AA:BB:CC:11:22:44,Multisensor,2,Colmena Gamma Ppal,Apiario Principal,"19.4326 N, 99.1332 W",,,15.18,,False,2025-05-24 10:15:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",,,,,False,2025-05-24 00:30:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",23.4,67.42,,50.65,False,2025-06-04 03:30:00
3.0,A2:04:2A:B9:C1:D9,Multisensor,3,Colmena Beta Lab,Apiario Laboratorio,"20.6597 N, 103.3496 W",27.61,60.73,16.31,69.87,False,2025-05-31 17:30:00
1.0,AA:BB:CC:11:22:33,Temperatura/Humedad,1,Colmena Alfa Ppal,Apiario Principal,"19.4326 N, 99.1332 W",31.96,52.34,,61.22,False,2025-06-11 08:45:00
